jmdict_id	sense	headword	reading	pos	en	bg
1199720	1	回復	かいふく	n,vs,vi	recovery (from an illness) | recuperation | convalescence	оздравяване | възстановяване (след болест)
1200780	0	改革	かいかく	n,vs,vt	reform | reformation | reorganization	реформа | преустройство
1200930	0	改正	かいせい	n,vs,vt,adj-no	revision | amendment | alteration	изменение | поправка | ревизия
1201260	0	海外	かいがい	n,adj-no	foreign | abroad | overseas	чужбина | чуждестранен
1202880	0	開発	かいはつ	n,vs,vt	development | cultivation | application	развитие | разработка
1202880	1	開発	かいはつ	n,vs,vt	exploitation (of resources)	усвояване (на ресурси) | експлоатация
1203540	0	外交	がいこう	n	diplomacy	дипломация
1203540	1	外交	がいこう	n	selling (e.g. door-to-door) | canvassing	търговия от врата на врата | агитация
1203620	0	外国	がいこく	n,adj-no	foreign country	чужда държава | чужбина
1203650	0	外国人	がいこくじん	n	foreigner | foreign citizen | foreign national | alien | non-Japanese	чужденец | чужденка
1203940	0	外相	がいしょう	n	Foreign Minister	министър на външните работи
1204140	0	外務省	がいむしょう	n	Ministry of Foreign Affairs	Министерство на външните работи
1205200	0	拡大	かくだい	n,vs,vt,vi	expansion | extension	разширяване | разширение
1205200	1	拡大	かくだい	n,vs,vt,vi	magnification | enlargement	увеличение | уголемяване
1205200	2	拡大	かくだい	n,vs,vt,vi	escalation | spread	ескалация | разпространение
1206310	0	閣僚	かくりょう	n	cabinet ministers	министър (от кабинета)
1206730	0	学校	がっこう	n	school	училище
1206900	0	学生	がくせい	n	student (esp. a university student)	студент | студентка
1208360	0	活動	かつどう	n,vs,vi	activity (of a person, organization, animal, volcano, etc.) | action | operation	дейност | активност
1208360	1	活動	かつどう	n	moving picture	филм
1208970	0	株式	かぶしき	n	share (in a company) | stock	акция
1212110	0	幹事	かんじ	n,vs,vi	executive secretary | coordinator | organizer | person in charge of making arrangements	организатор | координатор | изпълнителен секретар
1212170	0	幹部	かんぶ	n	management | (executive) staff | leaders | leadership | top brass | upper echelons	ръководство | висш състав
1212210	0	患者	かんじゃ	n	patient	пациент | пациентка
1213280	0	環境	かんきょう	n	environment | surroundings | circumstances	среда | обкръжение | обстоятелства
1213720	0	監督	かんとく	n,vs,vt	supervision | control | superintendence | direction	надзор | контрол | ръководство
1213720	1	監督	かんとく	n	director | superintendent | supervisor | coach | foreman | manager | overseer | controller | boss	режисьор | треньор | ръководител
1214200	0	管理	かんり	n,vs,vt	control | management (e.g. of a business)	управление | контрол
1215810	0	関係	かんけい	n,vs,vi	relation | relationship | connection	връзка | отношение
1215810	1	関係	かんけい	n,vs,vi	participation | involvement | concern	участие | ангажираност
1215810	2	関係	かんけい	n,vs,vi	influence | effect	влияние | въздействие
1215810	3	関係	かんけい	n,vs,vi	sexual relations | sexual relationship	полова връзка | интимна връзка
1215810	4	関係	かんけい	n-suf	related to | connected to	свързан с
1215850	0	関係者	かんけいしゃ	n	person concerned | people involved (in an event) | those concerned | staff	засегнато лице | участник | персонал
1215870	0	関心	かんしん	n	concern | interest	интерес | загриженост
1216060	0	関連	かんれん	n,vs,vi	relation | connection | relevance	връзка | отношение | уместност
1216170	0	韓国	かんこく	n	South Korea | Republic of Korea	Южна Корея | Република Корея
1216170	1	韓国	かんこく	n	Korean Empire (1897-1910)	Корейска империя (1897–1910)
1217730	0	顔	かお	n	face | visage | looks | (facial) features	лице | физиономия
1217730	1	顔	かお	n	look | (facial) expression | countenance	изражение | вид на лицето
1217730	2	顔	かお	n	honor (honour) | face | dignity	чест | престиж | достойнство
1217730	3	顔	かお	n	influence | notoriety | trust | pull | clout	влияние | връзки
1217730	4	顔	かお	n	representative | (the) face (of something) | trademark | example	лице (на нещо) | представител | запазена марка
1217730	5	顔	かお	n	members | attendees | lineup | participants | everyone involved	състав | участници
1217730	6	顔	かお	n	makeup | cosmetics	грим | козметика
1218190	0	企業	きぎょう	n	enterprise | business | company | corporation	предприятие | фирма | компания
1218450	0	危機	きき	n	crisis | critical situation | emergency | pinch	криза | извънредно положение
1219190	0	基本	きほん	n,adj-no	basics | fundamentals | basis | foundation	основи | основа
1219190	1	基本	きほん	adv	basically | fundamentally	по принцип | основно
1220550	0	期間	きかん	n	period | term | interval	период | срок
1220570	0	期待	きたい	n,vs,vt,vi	expectation | anticipation | hope	очакване | надежда
1220570	1	期待	きたい	adj-no	promising | rising | up-and-coming	обещаващ | перспективен
1220870	0	機関	きかん	n	engine	двигател
1220870	1	機関	きかん	n	agency | organisation | organization | institution | organ | body	институция | организация | орган
1220870	2	機関	きかん	n	system | facility | facilities	система | съоръжения
1220940	0	機構	きこう	n	mechanism | machinery	механизъм
1220940	1	機構	きこう	n	system | structure | organization | framework	организация | структура
1221130	0	機能	きのう	n,vs,vi	function | facility | faculty | feature	функция | възможност (на устройство)
1221520	0	気	き	n	spirit | mind | heart	дух | душа
1221520	1	気	き	n	nature | disposition	нрав | характер
1221520	2	気	き	n	intention | mind | will | motivation	намерение | желание
1221520	3	気	き	n	mood | feelings	настроение
1221520	4	気	き	n	consciousness	съзнание
1221520	5	気	き	n	care | attention | consideration | worry	внимание | загриженост
1221520	6	気	き	n	interest	интерес
1221520	7	気	き	n	(the) air | atmosphere	въздух | атмосфера
1221520	8	気	き	n	ambience | atmosphere (of) | air (of) | mood	атмосфера | настроение
1221520	9	気	き	n	fragrance | aroma | flavour | taste	аромат | вкус
1221520	10	気	き	n	qi (in traditional Chinese philosophy and medicine) | chi | ki	ци (жизнена енергия)
1223010	0	規制	きせい	n,vs,vt	regulation | (traffic) policing | control | restriction	регулация | ограничение | контрол
1223090	0	規模	きぼ	n	scale | scope | plan | structure	мащаб | размер
1223240	0	記事	きじ	n	article | news story | report | account	статия | репортаж
1223250	0	記者	きしゃ	n	reporter | journalist	журналист | репортер
1223440	0	記録	きろく	n,vs,vt	record | document | minutes | log | recording | putting on record | keeping a record (of) | writing down	запис | документ | протокол
1223440	1	記録	きろく	n,vs,vt	record (e.g. in sports) | setting (a record) | recording (a record high, etc.)	рекорд
1225130	0	技術	ぎじゅつ	n	technology | engineering	технология | инженерство
1225130	1	技術	ぎじゅつ	n	technique | skill	техника | умение
1225130	2	技術	ぎじゅつ	n	art | craft	изкуство | занаят
1225490	0	疑い	うたがい	n	doubt | question | uncertainty | skepticism | scepticism | suspicion | distrust	съмнение | подозрение | недоверие
1226020	0	議員	ぎいん	n	member of an assembly | member of the Diet | member of parliament | member of Congress	депутат | член на парламента
1226040	0	議会	ぎかい	n	congress | parliament | diet | legislative assembly	парламент | законодателно събрание
1226140	0	議長	ぎちょう	n	chair | chairman | chairperson | speaker (of an assembly) | president (of a council, senate, etc.)	председател
1226630	0	客	きゃく	n	guest | visitor	гост | посетител
1226630	1	客	きゃく	n	customer | client | shopper | spectator | audience | tourist | sightseer | passenger	клиент | зрител | турист | пътник
1226630	2	客	きゃく	ctr	counter for containers used to entertain guests	брояч за съдове за гощавка на гости
1234550	0	共産党	きょうさんとう	n	Communist Party	Комунистическа партия
1235550	0	協会	きょうかい	n	association | society | organization | organisation	сдружение | асоциация | дружество
1235570	0	協議	きょうぎ	n,vs,vt	conference | consultation | discussion | negotiation	консултация | обсъждане | преговори
1235730	0	協定	きょうてい	n,vs	arrangement | pact | agreement	споразумение | пакт
1236200	0	強化	きょうか	n,vs,vt	strengthening | intensifying | reinforcement | enhancement | solidification	укрепване | засилване
1236200	1	強化	きょうか	n,vs,vt	reinforcement	подсилване
1236950	0	教育	きょういく	n,vs,vt	education | schooling | training | instruction | teaching | upbringing	образование | обучение | възпитание
1236950	1	教育	きょういく	n	culture | cultivation | education	култура | възпитание
1237160	0	教授	きょうじゅ	n	professor	професор
1237160	1	教授	きょうじゅ	n,vs,vt	teaching | instruction	преподаване | обучение
1239380	0	業界	ぎょうかい	n	business world | business circles | (the) industry	бранш | индустрия | бизнес среди
1239440	0	業者	ぎょうしゃ	n	trader | dealer | businessperson | company | vendor | supplier | manufacturer | maker | contractor	търговец | доставчик | производител
1239440	1	業者	ぎょうしゃ	n	fellow trader | people in the same trade	колега по бранша
1241750	0	筋	すじ	n	muscle | tendon | sinew	мускул | сухожилие
1241750	1	筋	すじ	n	vein | artery	вена | артерия
1241750	2	筋	すじ	n	fiber | fibre | string	влакно | нишка
1241750	3	筋	すじ	n	line | stripe | streak	ивица | черта
1241750	4	筋	すじ	n	reason | logic	логика | смисъл
1241750	5	筋	すじ	n	plot | storyline	сюжет | фабула
1241750	6	筋	すじ	n	lineage | descent	родословие | произход
1241750	7	筋	すじ	n	school (e.g. of scholarship or arts)	школа | направление
1241750	8	筋	すじ	n	aptitude | talent	дарба | заложба
1241750	9	筋	すじ	n	source (of information, etc.) | circle | channel	източник | канал (на информация)
1241750	10	筋	すじ	n	well-informed person (in a transaction)	осведомен човек | посредник
1241750	11	筋	すじ	n	effective move | logical move | suji | tesuji	тактически ход (в го)?
1241750	12	筋	すじ	n	ninth vertical line	девета вертикална линия (в го)?
1241750	13	筋	すじ	n	seam on a helmet	шев на шлем
1241750	14	筋	すじ	n	gristly fish paste (made of muscle, tendons, skin, etc.)	хрущялна рибна маса (за сурими)?
1241750	15	筋	すじ	n	social position | status	обществено положение | статус
1241750	16	筋	すじ	n-suf,n,adj-no	on (a river, road, etc.) | along	по (протежение на) | покрай
1241750	17	筋	すじ	suf,ctr	counter for long thin things | counter for roads or blocks when giving directions	брояч за дълги тънки предмети | брояч за улици или пресечки при посочване на посока
1241750	18	筋	すじ	suf	street (in Osaka)	улица (в Осака)
1241750	19	筋	すじ	suf,ctr	(Edo period) counter for hundreds of mon (obsolete unit of currency)	брояч за стотици мон (стара парична единица, период Едо)
1243290	0	金融	きんゆう	n	finance | financing | credit transacting | loaning of money | circulation of money	финанси | кредитиране
1243290	1	金融	きんゆう	adj-no	monetary | financial | credit	финансов | паричен
1243330	0	金利	きんり	n	interest rate | interest	лихвен процент | лихва
1243490	0	銀行	ぎんこう	n	bank | banking institution	банка
1243660	0	９月	くがつ	n	September	септември
1243660	1	９月	くがつ	n	ninth month of the lunar calendar	девети месец на лунния календар
1245050	0	具体的	ぐたいてき	adj-na	concrete | definite | specific | material | substantial	конкретен | определен | точен
1245570	0	空港	くうこう	n	airport	летище
1248080	0	軍事	ぐんじ	n	military affairs	военно дело
1250190	0	契約	けいやく	n,vs,vt	contract | compact | agreement	договор | контракт
1250220	0	形	かたち	n	(physical) form | shape | figure	форма | фигура
1250220	1	形	かたち	n	visage | (facial) features | appearance (of a person) | figure | looks	лице | външност | вид
1250220	2	形	かたち	n	form (as opposed to substance) | manner (of action) | style | (outward) appearance	форма | начин (на действие) | стил
1250220	3	形	かたち	n	(resultant) state | situation | condition | form	състояние | положение
1250220	4	形	かたち	n	behaviour (towards others) | attitude | demeanor | manners	държание | поведение
1250220	5	形	かたち	n	shape (positional qualities of a group of stones)	форма (на групи камъни в го)
1250830	0	景気	けいき	n	business conditions | the market | economic activity | economic climate	икономическо състояние | конюнктура
1250830	1	景気	けいき	n	good (economic) times | prosperity | boom	просперитет | икономически подем
1250830	2	景気	けいき	n	liveliness | energy | vigour | vigor | spirit	жизненост | енергия | дух
1251130	0	経営	けいえい	n,vs,vt	management | administration | operation | running (a business) | conducting	управление | ръководство
1251320	0	経済	けいざい	n	economy | economics	икономика
1251320	1	経済	けいざい	n	finance | (one's) finances | financial circumstances	финанси | финансово положение
1251320	2	経済	けいざい	n	being economical | economy | thrift	икономичност | пестеливост
1252090	0	計画	けいかく	n,vs,vt	plan | project | schedule | scheme | program | programme	план | проект | програма
1252390	0	警察	けいさつ	n	police	полиция
1252390	1	警察	けいさつ	n	police officer	полицай
1252390	2	警察	けいさつ	n	police station	полицейски участък
1252390	3	警察	けいさつ	n-suf	self-appointed enforcer (of a rule, standard, etc.) | busybody | vigilante | gatekeeper	самозван страж | всезнаещ критик
1254240	0	決議	けつぎ	n,vs,vt	resolution | vote | decision	резолюция | решение
1254380	0	決定	けってい	n,vs,vt,vi	decision | determination	решение
1254690	0	結果	けっか	n,vs,vt,vi	result | consequence | outcome | effect | product	резултат | последица
1254690	1	結果	けっか	adv	consequently | as a result | hence | thus | accordingly	в резултат | следователно
1254690	2	結果	けっか	prt,conj	as a result of | following | as a consequence of	в резултат на | вследствие на
1254690	3	結果	けっか	n,vs,vi	bearing fruit | fruiting	завръзване на плод | плодоносене
1257420	0	建設	けんせつ	n,vs,vt	construction | establishment	строителство | изграждане
1257590	0	憲法	けんぽう	n	constitution	конституция
1257590	1	憲法	けんぽう	n	rules | regulation	правилник | устав
1258420	0	献金	けんきん	n,vs,vt,vi	donation | contribution | offering	дарение | пожертвование
1258520	0	研究	けんきゅう	n,vs,vt	research | study | investigation	изследване | проучване
1259890	0	見直し	みなおし	n,vs,vt	review | reconsideration | revision	преглед | преразглеждане
1260070	0	見方	みかた	n	viewpoint | point of view | way of looking (at something) | view | angle	гледна точка | становище
1260070	1	見方	みかた	n	way of appreciating (e.g. opera) | way of understanding | how to read (a map, train timetable, etc.)	начин на разбиране | начин на четене
1261190	0	原因	げんいん	n,vs,vi	cause | origin | source	причина | произход
1262070	0	原則	げんそく	n	principle | general rule	принцип | общо правило
1262070	1	原則	げんそく	n,adv	as a rule | in principle | in general	по принцип | като правило
1263650	0	現在	げんざい	n,adv,adj-no	the present | present time | now	настояще | сега
1263650	1	現在	げんざい	n-suf	as of	към (определена дата)
1263650	2	現在	げんざい	n	present tense	сегашно време
1263650	3	現在	げんざい	n	this world | this life	този свят | този живот
1263650	4	現在	げんざい	vs,vi	to actually exist | to exist right now | to exist right in front of one	съществувам | намирам се
1263710	0	現実	げんじつ	n	reality | actuality | hard fact	действителност | реалност
1263760	0	現場	げんば	n	actual spot | scene (of a crime, accident, etc.)	местопроизшествие | местопрестъпление
1263760	1	現場	げんば	n	(on) site | (on) the ground | (in) the field | job site	обект | терен
1263760	2	現場	げんば	n	filming location | (movie) set	снимачна площадка
1263860	0	現地	げんち	n	actual place | actual location | the spot | the scene | the field | (on) site	местонахождение | местоположение
1263860	1	現地	げんち	n	place where one is currently living	местопребиваване
1264380	0	言わば	いわば	adv	so to speak | so to call it | as it were | in a sense	така да се каже | в известен смисъл
1264540	0	言葉	ことば	n	language | dialect	език | диалект
1264540	1	言葉	ことば	n	word | phrase | expression | term	дума | израз
1264540	2	言葉	ことば	n	speech | (manner of) speaking | (use of) language	говор | реч
1264540	3	言葉	ことば	n	words | remark | statement | comment	думи | изказване
1264540	4	言葉	ことば	n	learning to speak | language acquisition	овладяване на езика | проговаряне
1264770	0	個人	こじん	n	individual | private person | personal | private	индивид | частно лице
1264770	1	個人	こじん	n	natural person	физическо лице
1268060	0	五	ご	num	five | 5	пет | 5
1268170	0	５月	ごがつ	n	May	май
1268170	1	５月	ごがつ	n	fifth month of the lunar calendar	пети месец на лунния календар
1268990	0	午後	ごご	n,adv	afternoon | p.m.	следобед
1269060	0	午前	ごぜん	n,adv	morning | a.m.	сутрин | предобед
1269320	0	後	あと	n,adj-no	behind | rear	гръб | задна част
1269320	1	後	あと	n,adj-no	after | later	след | по-късно
1269320	2	後	あと	n,adj-no	remainder | the rest	остатък | останалото
1269320	3	後	あと	n,adv	more (e.g. five more minutes) | left	още
1269320	4	後	あと	n,adv	also | in addition	освен това | също
1269320	5	後	あと	n,adj-no	descendant | successor | heir	потомък | наследник
1269320	6	後	あと	n,adj-no	after one's death	след смъртта (на някого)
1269320	7	後	あと	n,adj-no	past | previous	минал | предишен
1272110	0	交渉	こうしょう	n,vs,vt,vi	negotiations | bargaining | discussions | talks	преговори
1272110	1	交渉	こうしょう	n	connection | relationship | relations | dealings	връзка | отношения
1272580	0	交流	こうりゅう	n,vs,vi	exchange (e.g. cultural) | interchange | interaction | mingling | mixing | coming together	обмен | взаимодействие
1272580	1	交流	こうりゅう	n	alternating current | AC	променлив ток
1272730	0	候補	こうほ	n	candidate | contender | prospect | pick | choice | list	кандидат
1272730	1	候補	こうほ	n	candidacy | candidature | nomination	кандидатура | номинация
1272780	0	光	ひかり	n	light	светлина
1272780	1	光	ひかり	n	illumination | ray | beam | gleam | glow	лъч | сияние
1272780	2	光	ひかり	n	happiness | hope	щастие | надежда
1272780	3	光	ひかり	n	influence | power	влияние | власт
1272780	4	光	ひかり	n	vision | eyesight	зрение
1272780	5	光	ひかり	n	optical fiber | optical fibre	оптично влакно
1275130	0	効果	こうか	n,adj-no	effect | effectiveness | efficacy | result	ефект | ефективност
1275130	1	効果	こうか	n	effects (e.g. sound effects, visual effects, special effects)	ефекти
1279170	0	攻撃	こうげき	n,vs,vt	attack | assault | raid | onslaught | offensive	атака | нападение
1279170	1	攻撃	こうげき	n,vs,vt	criticism | censure | denunciation | condemnation	критика | нападки
1279170	2	攻撃	こうげき	n	cyber attack (e.g. DDoS)	кибератака
1279790	0	構造	こうぞう	n	structure | construction | makeup | framework | organization | pattern	структура | устройство
1281000	0	考え	かんがえ	n	thinking | thought | view | opinion | concept	мисъл | мнение
1281000	1	考え	かんがえ	n	idea | notion | imagination	идея | представа
1281000	2	考え	かんがえ	n	intention | plan | design	намерение | план
1281000	3	考え	かんがえ	n	consideration | judgement | deliberation | reflection	съображение | размисъл
1281000	4	考え	かんがえ	n	wish | hope | expectation	желание | надежда
1282010	0	行政	ぎょうせい	n	executive | government	изпълнителна власт | правителство
1282010	1	行政	ぎょうせい	n	administration | governance | the authorities | authority	администрация | управление
1282100	0	行動	こうどう	n,vs,vi,adj-no	action | conduct | behaviour | behavior | mobilization | mobilisation	действие | поведение
1283500	0	高校	こうこう	n	senior high school | high school	гимназия | средно училище
1284550	0	合意	ごうい	n,vs,vi	(coming to an) agreement | consent | mutual understanding | accord | consensus	съгласие | консенсус
1286080	0	告別	こくべつ	n,vs,vi	farewell | leave-taking	сбогуване | прощаване
1286170	0	国家	こっか	n	state | country | nation	държава
1286240	0	国会	こっかい	n	National Diet | legislative assembly of Japan (1947-)	японски парламент | Национален парламент на Япония
1286240	1	国会	こっかい	n	Imperial Diet | legislative assembly of Japan (1889-1947)	Имперски парламент на Япония
1286240	2	国会	こっかい	n	legislative assembly | parliament | congress	парламент | конгрес
1286400	0	国際	こくさい	adj-no,n	international	международен
1286400	1	国際	こくさい	n	diplomatic intercourse	дипломатически отношения
1286930	0	国内	こくない	adj-no,n	within the country | inside the county | domestic | home | internal	вътрешен | вътре в страната
1287070	0	国民	こくみん	n	people (of a country) | nation | citizen | national	народ | гражданин
1287070	1	国民	こくみん	n	Democratic Party for the People	Демократическа партия на народа
1287210	0	国連	こくれん	n	United Nations | UN	ООН | Организация на обединените нации
1289070	0	今回	こんかい	n,adv	this time | now	този път
1289100	0	今月	こんげつ	n,adv	this month	този месец
1289140	0	今後	こんご	n,adv	from now on | hereafter	отсега нататък | занапред
1290800	0	左	ひだり	n,adj-no	left | left-hand side	ляво | лява страна
1290800	1	左	ひだり	n	left hand	лява ръка
1290800	2	左	ひだり	n	the left (wing) | leftist	левица | ляв (политически)
1290800	3	左	ひだり	n	fondness for alcohol | drinker	любител на алкохола | пияч
1293700	0	最も	もっとも	adv	most | extremely	най- | изключително
1293780	0	最近	さいきん	n,adj-no,adv	recently | lately | these days | nowadays | right now	напоследък | в последно време
1293780	1	最近	さいきん	adj-no	nearest | closest	най-близък
1293810	0	最後	さいご	n	end | conclusion	край | завършек
1293810	1	最後	さいご	adj-no	last | final | latest | most recent	последен
1293810	2	最後	さいご	exp	once ... | the moment ... (, that's it) | if ... occurs (, ... will follow) | do ..., and it's all over | should ... happen, that's that	веднъж стане ли, това е краят
1293810	3	最後	さいご	n	one's final moments | one's death | one's end	последни мигове | смърт
1293850	0	最高	さいこう	adj-no,adj-na,n	best | supreme | wonderful | finest	най-добър | върховен
1293850	1	最高	さいこう	adj-no,adj-na,n	highest | maximum | most | uppermost | supreme	най-висок | максимален
1293940	0	最終	さいしゅう	adj-no,n	last | final | closing	последен | финален
1293940	1	最終	さいしゅう	n	last train (bus, flight, etc. | of the day)	последният влак (автобус, полет и др.) за деня
1293990	0	最初	さいしょ	adj-no,n,adv	beginning | outset | first | onset	начало | първоначален
1294180	0	最大	さいだい	n,adj-no	biggest | greatest | largest | maximum	най-голям | максимален
1294330	0	妻	つま	n	wife	съпруга | жена
1294330	1	妻	つま	n	garnish (esp. one served with sashimi) | trimmings	гарнитура (към сашими)
1294330	2	妻	つま	n	accompaniment | side (remark)	съпровод | допълнение
1296120	0	裁判	さいばん	n,vs,vt,adj-no	trial | judgement | judgment	съдебен процес | присъда
1296830	0	財政	ざいせい	n	public finance	държавни финанси | публични финанси
1296830	1	財政	ざいせい	n	financial affairs | financial situation	финансово положение | финанси
1297540	0	作業	さぎょう	n,vs,vi	work | operation | task	работа | операция
1297910	0	作品	さくひん	n	work (e.g. book, film, painting, composition) | piece | production | opus	произведение | творба
1298110	0	削減	さくげん	n,vs,vt	cut | reduction | curtailment	съкращение | намаление
1298230	0	昨年	さくねん	n,adv	last year	миналата година
1300250	0	３月	さんがつ	n	March	март
